W,L,qp,qr,seed,v_ref,r_robot,mean_speed,speed_count,mean_density,inflow_ped,outflow_ped,flow_ratio
3.0,50.0,30.0,0.0,24,1.39,0.48,1.307782179292372,18428,0.1279722222222216,120,119,0.9916666666666668
3.0,50.0,40.0,0.0,2,1.39,0.48,1.233986221230181,25982,0.1804305555555535,160,163,1.01875
3.0,50.0,40.0,0.0,10,1.39,0.48,1.2164864348491091,26170,0.181736111111109,160,166,1.0375
3.0,50.0,40.0,0.0,18,1.39,0.48,1.2316375787665954,26185,0.1818402777777766,160,164,1.025
3.0,50.0,40.0,0.0,26,1.39,0.48,1.2378961169166978,25933,0.1800902777777762,160,156,0.975
3.0,50.0,50.0,0.0,4,1.39,0.48,1.2109349666725868,33306,0.2312916666666648,200,195,0.975
3.0,50.0,50.0,0.0,12,1.39,0.48,1.2185708246518954,33117,0.229979166666667,200,200,1.0
3.0,50.0,50.0,0.0,20,1.39,0.48,1.1957122473246642,33640,0.2336111111111097,200,194,0.97
3.0,50.0,50.0,0.0,28,1.39,0.48,1.19797398654687,33598,0.2333194444444451,200,199,0.995
3.0,50.0,60.0,0.0,6,1.39,0.48,1.1982826211966395,39997,0.2777569444444416,240,238,0.9916666666666668
3.0,50.0,60.0,0.0,14,1.39,0.48,1.177214166748605,40828,0.2835277777777792,240,235,0.9791666666666666
3.0,50.0,60.0,0.0,22,1.39,0.48,1.1900685169556124,40282,0.2797361111111102,240,237,0.9875
1.5,50.0,10.0,0.0,1,1.39,0.48,1.2984993634627195,6284,0.0872777777777754,40,40,1.0
1.5,50.0,10.0,0.0,9,1.39,0.48,1.3092000643810862,6213,0.0862916666666644,40,41,1.025
1.5,50.0,10.0,0.0,17,1.39,0.48,1.3143676853056043,6152,0.085444444444442,40,40,1.0
1.5,50.0,10.0,0.0,25,1.39,0.48,1.2744102321174091,6333,0.0879583333333303,40,41,1.025
1.5,50.0,20.0,0.0,3,1.39,0.48,1.20950393405767,13345,0.1853472222222219,80,79,0.9875
1.5,50.0,20.0,0.0,11,1.39,0.48,1.2783050447900708,12726,0.176749999999999,80,81,1.0125
1.5,50.0,20.0,0.0,19,1.39,0.48,1.265239447731717,12675,0.1760416666666665,80,82,1.025
1.5,50.0,20.0,0.0,27,1.39,0.48,1.268307163502887,12801,0.1777916666666648,80,80,1.0
1.5,50.0,30.0,0.0,5,1.39,0.48,1.170965265783951,20844,0.2894999999999987,120,121,1.0083333333333333
1.5,50.0,30.0,0.0,13,1.39,0.48,1.1255667271796357,21483,0.2983749999999987,120,120,1.0
1.5,50.0,30.0,0.0,21,1.39,0.48,1.1440839909808622,21288,0.2956666666666635,120,121,1.0083333333333333
1.5,50.0,30.0,0.0,29,1.39,0.48,1.147487724268209,21180,0.2941666666666658,120,118,0.9833333333333332
1.5,50.0,40.0,0.0,7,1.39,0.48,1.030418887330555,32085,0.4456250000000018,160,163,1.01875
1.5,50.0,40.0,0.0,15,1.39,0.48,1.0630761548869223,31042,0.4311388888888838,160,159,0.99375
1.5,50.0,40.0,0.0,23,1.39,0.48,1.0791164698489044,30231,0.4198749999999989,160,162,1.0125
1.5,50.0,50.0,0.0,1,1.39,0.48,0.9908986112145638,40251,0.5590416666666689,200,202,1.01
1.5,50.0,50.0,0.0,9,1.39,0.48,0.9131830819982512,42440,0.5894444444444301,156,177,1.1346153846153846
1.5,50.0,50.0,0.0,17,1.39,0.48,0.9676660382831748,41376,0.5746666666666702,200,195,0.975
1.5,50.0,50.0,0.0,25,1.39,0.48,0.9853573256012156,41041,0.5700138888888935,200,198,0.99
1.5,50.0,60.0,0.0,3,1.39,0.48,0.7116475374540944,67349,0.9354027777777773,219,214,0.9771689497716894
1.5,50.0,60.0,0.0,11,1.39,0.48,0.5181532439982967,66939,0.9297083333333306,90,134,1.488888888888889
1.5,50.0,60.0,0.0,19,1.39,0.48,0.1516256713392497,148025,2.055902777777787,19,63,3.3157894736842106
1.5,50.0,60.0,0.0,27,1.39,0.48,0.3334904112822157,84735,1.1768750000000088,17,58,3.411764705882353
1.8,50.0,10.0,0.0,5,1.39,0.48,1.3313155717358645,6043,0.0699421296296304,40,39,0.975
1.8,50.0,10.0,0.0,13,1.39,0.48,1.3001278976818884,6255,0.0723958333333319,40,40,1.0
1.8,50.0,10.0,0.0,21,1.39,0.48,1.305212765957475,6204,0.0718055555555558,40,40,1.0
1.8,50.0,10.0,0.0,29,1.39,0.48,1.32014901198578,6174,0.0714583333333333,40,41,1.025
1.8,50.0,20.0,0.0,7,1.39,0.48,1.2158022678425398,13493,0.1561689814814822,80,84,1.05
1.8,50.0,20.0,0.0,15,1.39,0.48,1.2401817633305523,13259,0.1534606481481521,80,80,1.0
1.8,50.0,20.0,0.0,23,1.39,0.48,1.230243273967415,13195,0.1527199074074101,80,81,1.0125
1.8,50.0,30.0,0.0,1,1.39,0.48,1.1765859223301258,20600,0.2384259259259251,120,121,1.0083333333333333
1.8,50.0,30.0,0.0,9,1.39,0.48,1.1352932741234447,21618,0.2502083333333349,120,117,0.975
1.8,50.0,30.0,0.0,17,1.39,0.48,1.1599277944485984,21328,0.2468518518518523,120,118,0.9833333333333332
1.8,50.0,30.0,0.0,25,1.39,0.48,1.161179572446515,21050,0.2436342592592575,120,125,1.0416666666666667
1.8,50.0,40.0,0.0,3,1.39,0.48,1.0436553848107604,31496,0.3645370370370372,160,161,1.00625
1.8,50.0,40.0,0.0,11,1.39,0.48,1.040868744098183,31770,0.3677083333333361,160,162,1.0125
1.8,50.0,40.0,0.0,19,1.39,0.48,1.0665519850014693,30403,0.3518865740740722,160,152,0.95
1.8,50.0,40.0,0.0,27,1.39,0.48,1.100827539655783,29630,0.3429398148148115,160,159,0.99375
1.8,50.0,50.0,0.0,5,1.39,0.48,0.9415830347856587,43265,0.5007523148148262,200,199,0.995
1.8,50.0,50.0,0.0,13,1.39,0.48,0.964188502994069,41750,0.4832175925925897,200,194,0.97
1.8,50.0,50.0,0.0,21,1.39,0.48,0.9864645764766364,40411,0.4677199074074081,200,193,0.965
1.8,50.0,50.0,0.0,29,1.39,0.48,0.9304682358318644,43760,0.5064814814814831,200,204,1.02
1.8,50.0,60.0,0.0,7,1.39,0.48,0.7764423892347369,62497,0.7233449074074054,240,219,0.9125
1.8,50.0,60.0,0.0,15,1.39,0.48,0.7893971054622841,62117,0.7189467592592612,240,225,0.9375
1.8,50.0,60.0,0.0,23,1.39,0.48,0.7848025416356712,64368,0.7450000000000059,240,244,1.0166666666666666
2.1,50.0,10.0,0.0,1,1.39,0.48,1.305208299823026,6217,0.0616765873015884,40,40,1.0
2.1,50.0,10.0,0.0,9,1.39,0.48,1.312117190029081,6178,0.0612896825396843,40,41,1.025
2.1,50.0,10.0,0.0,17,1.39,0.48,1.3017310489736669,6187,0.0613789682539691,40,40,1.0
2.1,50.0,10.0,0.0,25,1.39,0.48,1.285410697230114,6282,0.0623214285714285,40,41,1.025
2.1,50.0,20.0,0.0,3,1.39,0.48,1.2549301708667853,12817,0.1271527777777769,80,81,1.0125
2.1,50.0,20.0,0.0,11,1.39,0.48,1.3113850280418136,12303,0.1220535714285706,80,80,1.0
2.1,50.0,20.0,0.0,19,1.39,0.48,1.2734904985290252,12577,0.1247718253968239,80,83,1.0375
2.1,50.0,20.0,0.0,27,1.39,0.48,1.3137628907836338,12315,0.122172619047619,80,78,0.975
2.1,50.0,30.0,0.0,5,1.39,0.48,1.2101479630093026,20005,0.1984623015873081,120,122,1.0166666666666666
2.1,50.0,30.0,0.0,13,1.39,0.48,1.1681648613202282,20587,0.2042361111111162,120,118,0.9833333333333332
2.1,50.0,30.0,0.0,21,1.39,0.48,1.193706321162209,20376,0.2021428571428637,120,120,1.0
2.1,50.0,30.0,0.0,29,1.39,0.48,1.2236420506561017,19662,0.1950595238095291,120,123,1.025
2.1,50.0,40.0,0.0,7,1.39,0.48,1.0812567235540205,30118,0.2987896825396863,160,161,1.00625
2.1,50.0,40.0,0.0,15,1.39,0.48,1.1575929946961967,28093,0.2787003968253948,160,161,1.00625
2.1,50.0,40.0,0.0,23,1.39,0.48,1.1522675100387725,28141,0.2791765873015881,160,161,1.00625
2.1,50.0,50.0,0.0,1,1.39,0.48,1.080393204402137,37436,0.3713888888889025,200,202,1.01
2.1,50.0,50.0,0.0,9,1.39,0.48,1.0592233872866703,38243,0.3793948412698554,200,200,1.0
2.1,50.0,50.0,0.0,17,1.39,0.48,1.0871041627323923,37067,0.3677281746031828,200,196,0.98
2.1,50.0,50.0,0.0,25,1.39,0.48,1.0776512692246774,37582,0.3728373015873146,200,203,1.015
2.1,50.0,60.0,0.0,3,1.39,0.48,1.0003620849182449,48635,0.4824900793650807,240,240,1.0
